component 0,output,flag,username,timestamp
C:\Users\GEOFF\OneDrive\Documents\Apziva\MonReader\notebooks\flagged\component 0\652a85cd3bc34d61a153e40f1a7e794880f740bd\tmpln2rohzv.jpg,C:\Users\GEOFF\OneDrive\Documents\Apziva\MonReader\notebooks\flagged\output\tmpd213717t.json,,,2023-10-05 12:04:03.703620
